ID,WRKSTAT,MARITAL,SPWRKSTA,SIBS,CHILDS,AGE,SEX,INCOM16,POLVIEWS,CAPPUN,COURTS,GRASS,RELITEN,POSTLIFE,PRAY,HAPPY,HAPMAR,HEALTH1,LIFE,HELPFUL,FAIR,TRUST,CONBUS,CONCLERG,CONEDUC,CONPRESS,CONMEDIC,SOCREL,SOCFREND,SOCBAR,AGED,CHLDIDEL,PILLOK,SEXEDUC,DIVLAW,PREMARSX,XMARSEX,OWNGUN,NEWS,TVHOURS,NEWSFROM,SCIFROM,ASTROLGY,SCIBNFTS,COLDEG1,USWAR,USWARY
1172,7,1,6,4,3,52,2,2,4,2,2,2,1,1,2,3,2,3,NA,1,2,2,2,2,2,3,2,3,4,5,1,3,2,1,1,4,NA,NA,4,4,NA,NA,NA,NA,NA,1,NA
1173,5,1,5,4,3,83,2,3,4,2,2,NA,1,1,1,1,1,NA,2,2,2,2,1,2,2,3,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,1,2,1,1,2,NA,NA
1174,1,3,NA,8,1,56,1,3,4,1,2,NA,2,2,5,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,6,6,7,NA,3,1,1,2,3,1,1,3,1,NA,NA,NA,NA,NA,NA,2
1175,1,1,1,2,1,30,1,4,4,1,2,2,1,1,2,1,1,4,NA,1,2,2,2,3,2,2,1,5,4,4,2,3,3,1,1,1,NA,NA,1,3,3,3,2,1,NA,1,NA
1176,1,1,1,2,3,61,2,3,4,1,2,NA,1,1,3,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,5,NA,4,4,1,2,4,1,1,2,4,NA,NA,NA,NA,NA,NA,2
1177,5,1,5,2,0,75,2,2,6,1,3,2,1,1,1,1,1,2,NA,1,2,2,2,2,3,3,2,4,2,5,2,2,3,2,2,3,NA,NA,1,5,NA,NA,NA,NA,NA,1,NA
1178,5,1,5,1,2,73,1,1,4,2,3,2,2,2,6,2,2,NA,2,1,1,1,3,3,2,2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,NA,NA,1,3,2,1,NA,NA,NA
1179,5,1,5,1,2,68,1,3,7,1,2,NA,4,NA,6,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,6,6,3,NA,2,4,2,NA,3,1,3,1,6,NA,NA,NA,NA,NA,NA,1
1180,5,2,NA,2,4,69,1,3,7,1,2,NA,3,1,3,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,NA,2,4,1,2,4,1,3,1,2,NA,NA,NA,NA,NA,NA,2
1181,2,1,1,1,3,52,2,4,6,1,3,1,1,1,1,1,1,1,NA,1,2,1,1,1,2,3,1,3,3,7,1,3,2,1,3,4,NA,NA,2,3,NA,NA,NA,NA,NA,1,NA
1182,5,3,NA,6,3,59,2,3,4,NA,2,NA,2,2,2,2,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,NA,2,1,1,NA,4,3,2,4,4,NA,NA,NA,NA,NA,NA,1
1183,8,5,NA,2,2,39,1,3,4,2,1,1,4,1,2,2,NA,4,NA,1,2,2,1,2,2,1,3,4,4,7,1,1,3,1,2,1,NA,NA,4,10,5,5,2,2,NA,NA,NA
1184,5,5,NA,5,3,57,2,3,5,2,2,1,1,NA,1,3,NA,NA,1,3,1,2,NA,3,2,2,3,NA,NA,NA,3,NA,NA,NA,NA,NA,1,2,NA,NA,1,5,1,NA,NA,NA,NA
1185,1,1,1,2,3,63,2,3,7,1,2,2,1,1,2,2,1,NA,1,1,2,1,2,2,3,3,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,2,1,2,NA,NA
1186,4,5,NA,8,2,29,1,3,4,2,2,NA,4,1,2,2,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,5,4,7,NA,4,1,1,1,3,1,2,2,3,NA,NA,NA,NA,NA,NA,1
1187,7,5,NA,8,0,19,2,3,3,NA,NA,1,1,1,4,1,NA,3,NA,2,1,2,3,2,1,3,3,5,3,4,1,3,1,1,2,1,NA,NA,2,7,NA,NA,NA,NA,NA,1,NA
1188,1,1,7,4,5,30,1,2,4,1,2,1,4,NA,5,1,1,NA,2,2,1,2,1,1,1,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,1,2,NA,NA,5,NA,2,NA,NA,NA,NA
1189,1,1,1,6,0,38,2,2,6,2,2,NA,3,1,3,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,4,6,5,NA,2,3,2,3,3,1,2,4,2,NA,NA,NA,NA,NA,NA,2
1190,1,1,4,1,0,28,1,3,6,1,NA,1,3,1,2,1,1,2,NA,1,1,2,1,1,2,3,1,3,5,7,3,2,2,1,2,4,NA,NA,3,2,3,3,2,1,NA,1,NA
1191,5,3,NA,1,2,41,2,4,4,1,1,1,NA,1,1,2,NA,3,NA,2,1,2,2,2,2,2,2,4,2,4,2,2,2,1,1,4,NA,NA,5,10,NA,NA,NA,NA,NA,1,NA
1192,1,3,NA,4,2,56,1,1,5,1,2,2,1,1,2,2,NA,NA,2,2,2,2,2,2,2,3,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,3,3,2,1,1,NA,NA
1193,2,5,NA,5,0,24,1,4,5,1,2,1,2,1,2,2,NA,2,NA,1,2,1,1,1,1,2,1,2,2,3,2,2,3,1,1,3,NA,NA,4,2,5,3,2,1,2,1,NA
1194,1,3,NA,13,3,58,2,NA,5,NA,NA,NA,1,1,1,2,NA,NA,2,2,2,2,2,2,2,2,2,NA,NA,NA,3,NA,NA,NA,NA,NA,1,2,NA,NA,5,9,2,2,NA,NA,NA
1195,2,5,NA,2,0,28,1,NA,4,NA,NA,NA,3,1,2,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,NA,NA,1,1,NA,4,NA,2,2,20,NA,NA,NA,NA,NA,NA,2
1196,5,2,NA,3,2,55,2,3,6,1,2,NA,4,1,2,3,NA,NA,2,3,1,2,NA,3,2,3,2,NA,NA,NA,3,NA,NA,NA,NA,NA,1,3,NA,NA,5,5,2,1,NA,NA,NA
1197,1,3,NA,1,2,41,2,4,5,2,2,NA,2,2,1,2,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,4,7,NA,2,4,1,2,1,1,3,2,3,NA,NA,NA,NA,NA,NA,1
1198,4,5,NA,2,1,29,1,3,7,2,2,NA,1,NA,2,2,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,5,3,5,NA,3,4,1,1,3,1,2,3,5,NA,NA,NA,NA,NA,NA,1
1199,5,1,3,4,2,65,2,2,3,2,2,NA,1,1,2,2,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,2,5,7,NA,2,2,1,2,2,1,1,2,3,NA,NA,NA,NA,NA,NA,2
1200,5,2,NA,4,0,64,2,2,7,NA,2,NA,1,2,1,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,NA,3,NA,1,2,1,1,2,5,4,NA,NA,NA,NA,NA,NA,2
1201,1,1,4,2,2,41,2,3,4,1,NA,2,2,1,4,2,2,NA,1,1,2,1,2,2,2,3,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,5,4,1,1,1,NA,NA
1202,4,3,NA,2,2,39,1,3,6,1,2,1,3,1,5,3,NA,NA,1,1,2,2,2,2,2,3,2,NA,NA,NA,3,NA,NA,NA,NA,NA,3,1,NA,NA,3,5,2,1,NA,NA,NA
1203,1,5,NA,3,2,29,1,2,5,1,2,NA,2,1,5,2,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,NA,2,1,1,2,1,1,1,4,2,NA,NA,NA,NA,NA,NA,1
1204,5,1,1,7,6,54,1,2,5,2,2,NA,1,2,1,2,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,NA,3,3,1,2,4,1,2,5,2,NA,NA,NA,NA,NA,NA,1
1205,1,3,NA,2,2,47,2,3,5,1,3,2,1,2,2,1,NA,NA,1,2,1,1,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA,NA,NA,1,2,NA,NA,3,9,1,1,NA,NA,NA
1206,3,1,1,2,3,44,2,1,1,2,3,NA,2,NA,2,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,7,2,7,NA,4,1,1,1,4,1,2,1,1,NA,NA,NA,NA,NA,NA,1
1207,1,3,NA,5,2,24,2,3,4,1,1,1,3,NA,3,2,NA,3,NA,1,2,2,2,2,2,3,1,1,3,3,2,3,2,1,3,2,NA,NA,4,3,5,5,1,1,NA,1,NA
1208,2,1,1,1,0,33,2,3,2,1,1,1,1,1,1,1,1,2,NA,3,3,3,3,3,2,3,2,4,2,7,1,3,3,1,1,4,NA,NA,1,3,NA,NA,NA,NA,NA,1,NA
1209,7,1,1,2,1,60,2,2,4,1,3,NA,2,NA,5,1,1,NA,1,2,1,2,1,2,1,3,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,5,5,2,1,1,NA,NA
1210,3,1,1,2,2,60,1,3,5,1,2,NA,2,1,2,1,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,NA,2,2,1,3,4,1,2,1,2,NA,NA,NA,NA,NA,NA,1
1211,1,1,1,1,2,53,1,4,6,1,3,2,2,1,1,3,2,2,NA,3,1,2,2,2,3,3,2,3,4,4,NA,2,3,1,2,4,NA,NA,5,2,NA,NA,NA,NA,NA,1,NA
1212,1,5,NA,2,0,19,1,3,4,1,2,2,4,NA,6,1,NA,NA,1,2,1,2,2,2,1,2,1,NA,NA,NA,3,NA,NA,NA,NA,NA,1,1,NA,NA,5,3,2,2,NA,NA,NA
1213,1,1,2,2,0,46,2,2,4,1,2,NA,1,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,4,4,6,NA,8,1,1,3,4,1,2,5,2,NA,NA,NA,NA,NA,NA,1
1214,5,2,NA,1,NA,84,1,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2
1215,3,5,NA,1,1,37,2,3,4,1,2,2,1,1,1,2,NA,2,NA,2,1,2,2,3,2,2,2,7,7,7,1,2,1,1,1,4,NA,NA,1,2,NA,NA,NA,NA,NA,2,NA
1216,2,5,NA,2,0,35,2,4,1,1,1,1,4,1,5,1,NA,NA,1,1,2,1,3,3,2,1,2,NA,NA,NA,1,NA,NA,NA,NA,NA,3,2,NA,NA,1,1,1,1,2,NA,NA
1217,5,1,1,2,2,60,2,NA,6,1,1,NA,1,1,1,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,3,6,7,NA,3,3,2,3,4,1,3,5,2,NA,NA,NA,NA,NA,NA,1
1218,1,5,NA,4,0,46,2,2,3,1,1,2,1,1,3,2,NA,NA,1,2,1,2,2,2,2,2,2,NA,NA,NA,1,NA,NA,NA,NA,NA,2,2,NA,NA,5,3,1,1,NA,NA,NA
1219,1,5,NA,2,2,26,1,1,7,1,1,1,4,1,5,2,NA,4,NA,2,1,2,2,2,2,2,1,1,7,7,2,2,2,1,1,4,NA,NA,4,1,3,8,1,NA,NA,1,NA
1220,4,5,NA,1,0,31,1,4,5,1,2,NA,4,1,2,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,NA,3,4,1,3,3,1,1,3,4,NA,NA,NA,NA,NA,NA,2
1221,5,1,5,1,0,67,2,2,2,2,1,NA,3,1,2,2,1,NA,1,1,2,1,2,2,3,2,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,6,5,1,1,NA,NA,NA
1222,5,1,5,6,0,67,2,4,2,1,3,1,2,1,2,1,1,NA,1,1,2,1,2,2,2,2,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,2,3,1,1,3,NA,NA
1223,5,1,5,1,4,88,1,3,3,1,2,NA,3,2,1,2,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,6,7,6,NA,2,2,2,2,3,1,1,1,2,NA,NA,NA,NA,NA,NA,1
1224,1,1,2,6,2,40,2,4,4,1,2,1,1,1,1,2,1,3,NA,1,1,2,3,3,3,3,3,4,3,6,2,2,1,1,1,4,NA,NA,3,1,NA,NA,NA,NA,NA,1,NA
1225,5,1,5,2,2,70,2,4,4,1,NA,2,3,1,1,1,2,NA,1,1,2,1,2,1,1,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,2,1,NA,NA,1,3,1,1,2,NA,NA
1226,7,1,1,4,6,44,2,2,7,1,2,2,3,2,3,3,1,1,NA,2,1,2,2,3,2,2,2,6,7,7,1,8,3,1,2,3,NA,NA,5,2,NA,NA,NA,NA,NA,1,NA
1227,1,1,1,2,1,39,1,3,4,1,3,1,2,1,3,1,1,NA,1,1,1,1,2,3,2,2,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,3,3,1,1,1,NA,NA
1228,5,1,1,1,1,65,1,1,6,1,2,2,2,2,6,2,1,NA,2,2,1,2,2,2,2,3,2,NA,NA,NA,2,NA,NA,NA,NA,NA,2,1,NA,NA,5,5,2,3,NA,NA,NA
1229,1,5,NA,22,2,33,2,5,6,1,2,NA,1,1,1,2,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,7,NA,3,1,1,1,4,3,2,1,2,NA,NA,NA,NA,NA,NA,2
1230,8,1,1,0,0,63,1,4,3,1,2,2,1,1,2,3,2,4,NA,2,1,2,3,2,2,3,2,7,4,7,2,2,1,1,2,3,NA,NA,4,1,NA,NA,NA,NA,NA,1,NA
1231,1,5,NA,1,0,31,1,3,4,NA,1,NA,1,1,3,3,NA,NA,2,2,3,2,2,2,2,2,2,NA,NA,NA,3,NA,NA,NA,NA,NA,2,2,NA,NA,5,3,2,2,NA,NA,NA
1232,1,5,NA,8,1,23,2,3,1,1,2,NA,4,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,NA,8,3,1,3,4,1,2,2,5,NA,NA,NA,NA,NA,NA,2
1233,5,1,5,1,3,71,2,2,7,1,3,2,1,1,1,2,1,NA,2,3,2,2,2,2,2,3,2,NA,NA,NA,3,NA,NA,NA,NA,NA,1,1,NA,NA,3,3,2,1,NA,NA,NA
1234,1,1,1,3,2,32,1,2,NA,1,2,2,1,1,1,2,1,2,NA,2,1,2,3,2,2,2,3,2,4,7,3,2,4,2,2,1,NA,NA,4,1,NA,NA,NA,NA,NA,2,NA
1235,1,3,NA,3,3,52,2,4,4,2,3,2,1,1,1,2,NA,NA,2,1,2,2,2,2,3,3,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,3,3,2,NA,1,NA,NA
1236,5,2,NA,8,4,77,2,3,6,2,2,NA,1,1,1,3,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,2,7,7,NA,3,4,1,2,4,1,2,3,8,NA,NA,NA,NA,NA,NA,2
1237,3,1,5,5,3,63,2,3,6,2,3,2,1,1,1,2,2,2,NA,2,1,1,2,1,3,2,1,3,5,7,1,2,4,1,2,1,NA,NA,1,1,5,3,2,2,NA,1,NA
1238,1,3,NA,0,0,42,1,3,4,2,2,1,1,1,2,2,NA,4,NA,2,2,1,2,2,2,2,2,5,5,7,2,1,2,1,2,2,NA,NA,5,1,NA,NA,NA,NA,NA,1,NA
1239,2,1,1,0,3,52,2,3,5,2,2,2,2,2,5,2,1,NA,1,2,2,2,2,2,2,1,2,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,NA,NA,5,3,2,2,2,NA,NA
1240,5,1,5,4,1,70,2,3,2,2,2,NA,1,1,1,2,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,3,7,7,NA,2,2,2,2,1,1,1,2,3,NA,NA,NA,NA,NA,NA,2
1241,7,5,NA,4,2,23,2,3,4,1,NA,NA,NA,2,3,3,NA,NA,2,2,1,2,2,NA,2,2,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,5,5,1,NA,NA,NA,NA
1242,5,2,NA,2,2,84,1,2,6,1,2,NA,1,1,2,1,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,4,7,NA,NA,2,1,NA,2,1,1,2,3,NA,NA,NA,NA,NA,NA,2
1243,1,1,2,2,0,30,1,3,6,1,3,NA,2,1,3,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,5,5,NA,2,1,1,3,4,1,1,3,3,NA,NA,NA,NA,NA,NA,1
1244,8,5,NA,5,0,59,1,NA,4,NA,2,NA,2,2,6,2,NA,5,NA,2,1,2,NA,NA,3,NA,NA,7,7,7,NA,4,3,1,NA,NA,NA,NA,3,NA,NA,NA,2,NA,NA,NA,NA
1245,7,1,5,4,2,61,2,3,4,1,2,2,2,1,3,2,2,3,NA,1,2,2,2,2,2,2,2,5,6,7,2,2,3,1,1,4,NA,NA,2,3,NA,NA,NA,NA,NA,1,NA
1246,4,3,NA,15,1,37,1,2,4,NA,1,1,1,2,1,1,NA,NA,1,2,1,2,2,3,3,3,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,5,2,1,3,NA,NA,NA
1247,1,1,1,3,4,41,2,2,2,1,2,NA,2,1,5,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,7,7,NA,2,2,1,1,4,1,1,4,1,NA,NA,NA,NA,NA,NA,1
1248,5,2,NA,2,2,55,2,3,5,1,2,1,1,1,1,3,NA,3,NA,1,1,2,2,1,2,2,2,2,5,7,2,2,1,1,2,3,NA,NA,4,4,5,2,1,1,NA,1,NA
1249,7,1,1,2,3,31,2,5,3,1,2,1,1,1,1,2,2,NA,1,1,1,2,2,3,2,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,1,2,NA,NA,8,5,1,1,1,NA,NA
1250,4,5,NA,2,0,21,1,2,4,1,1,1,4,1,6,1,NA,1,NA,1,2,2,3,2,1,3,1,4,2,7,1,2,1,1,1,4,NA,NA,5,4,NA,NA,NA,NA,NA,1,NA
1251,1,5,NA,4,1,28,2,2,5,1,1,1,2,1,2,2,NA,NA,2,1,1,2,1,3,2,3,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,5,5,1,1,NA,NA,NA
1252,1,5,NA,1,0,35,1,3,5,1,2,NA,1,2,1,2,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,3,4,7,NA,2,4,1,2,2,1,2,4,3,NA,NA,NA,NA,NA,NA,1
1253,1,1,1,2,0,52,1,4,6,2,2,2,2,1,2,1,1,1,NA,2,1,2,2,1,2,2,2,4,6,7,2,3,1,1,2,4,NA,NA,5,1,6,3,2,1,2,1,NA
1254,1,1,1,4,3,63,1,2,4,1,2,1,2,NA,1,2,1,4,NA,1,1,2,2,3,2,2,1,7,3,3,2,3,2,1,3,4,NA,NA,1,3,NA,NA,NA,NA,NA,2,NA
1255,6,3,NA,7,2,46,2,1,2,1,2,NA,1,1,1,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,NA,2,2,1,2,4,1,2,5,0,NA,NA,NA,NA,NA,NA,1
1256,1,3,NA,5,1,64,1,3,6,1,2,1,4,2,3,2,NA,4,NA,1,2,1,2,3,3,3,2,2,5,7,2,2,2,1,2,4,NA,NA,4,2,3,3,1,1,NA,1,NA
1257,2,1,1,3,2,29,2,2,4,2,3,1,3,1,2,2,2,NA,1,3,1,3,1,1,2,3,1,NA,NA,NA,3,NA,NA,NA,NA,NA,1,2,NA,NA,3,3,1,3,NA,NA,NA
1258,1,1,7,5,0,41,2,3,2,1,1,1,1,1,1,2,1,2,NA,1,2,1,2,3,2,3,2,3,5,6,1,3,1,1,1,4,NA,NA,3,3,NA,NA,NA,NA,NA,2,NA
1259,4,3,NA,0,1,60,2,4,6,1,1,2,1,1,1,2,NA,NA,1,2,1,2,2,2,1,2,2,NA,NA,NA,3,NA,NA,NA,NA,NA,1,2,NA,NA,5,3,2,1,2,NA,NA
1260,7,1,2,7,5,38,1,2,NA,1,1,1,2,2,2,1,1,5,NA,2,1,2,3,3,3,3,NA,1,7,7,1,4,4,NA,1,4,NA,NA,5,1,9,NA,NA,NA,NA,NA,NA
1261,7,2,NA,3,5,81,2,2,5,2,2,NA,1,1,1,2,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,2,5,7,NA,3,3,1,NA,1,1,1,3,3,NA,NA,NA,NA,NA,NA,1
1262,8,3,NA,1,2,52,1,4,NA,1,2,1,2,1,3,2,NA,4,NA,1,2,2,2,2,2,3,3,2,5,7,1,2,1,1,2,4,NA,NA,4,8,NA,NA,NA,NA,NA,1,NA
1263,1,1,5,10,2,62,2,NA,6,1,2,NA,1,1,1,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,2,5,7,NA,8,4,2,2,1,1,3,3,1,NA,NA,NA,NA,NA,NA,2
1264,1,3,NA,5,2,46,1,3,6,1,2,1,1,2,1,2,NA,2,NA,2,1,2,2,2,3,3,1,2,4,4,1,2,1,1,1,3,NA,NA,5,2,9,9,2,2,NA,1,NA
1265,4,5,NA,1,1,27,1,4,4,2,1,1,2,1,5,2,NA,NA,2,2,1,2,1,2,1,3,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,5,5,2,1,NA,NA,NA
1266,1,1,6,1,2,43,1,3,5,1,2,NA,1,1,1,2,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,5,6,7,NA,2,3,1,2,2,1,2,2,3,NA,NA,NA,NA,NA,NA,2
1267,7,1,1,4,0,48,2,3,6,1,3,NA,1,1,1,2,2,5,NA,1,2,2,3,1,3,3,3,4,4,7,1,8,2,1,2,3,NA,NA,5,4,NA,NA,NA,NA,NA,1,NA
1268,8,5,NA,10,3,37,2,1,NA,1,2,NA,1,1,1,2,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,1,6,7,NA,4,1,1,1,1,1,2,2,5,NA,NA,NA,NA,NA,NA,NA
1269,1,1,2,1,0,55,1,4,6,1,3,NA,1,1,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,4,3,5,NA,2,4,1,2,3,1,1,1,1,NA,NA,NA,NA,NA,NA,2
1270,6,5,NA,3,0,19,1,4,5,1,3,1,1,1,3,2,NA,NA,2,1,1,2,1,2,2,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,NA,NA,5,3,2,1,NA,NA,NA
1271,5,1,1,6,2,59,2,1,6,2,2,2,3,1,1,2,2,4,NA,3,1,2,3,1,2,3,2,2,2,7,2,8,2,1,1,4,NA,NA,5,0,8,9,1,1,NA,1,NA
1272,1,5,NA,2,0,37,2,3,4,2,3,2,1,1,1,1,NA,1,NA,1,2,1,2,2,2,3,2,2,2,7,1,3,4,1,2,1,NA,NA,5,5,NA,NA,NA,NA,NA,2,NA
1273,5,2,NA,2,4,NA,2,3,2,2,3,NA,2,1,2,1,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,3,7,NA,NA,4,1,3,4,1,2,1,2,NA,NA,NA,NA,NA,NA,1
1274,3,1,1,0,3,37,2,4,3,1,3,NA,1,1,4,1,1,NA,1,1,2,1,2,1,2,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,5,3,2,1,3,NA,NA
1275,1,1,1,3,2,47,2,3,4,2,NA,2,2,1,1,2,2,NA,2,1,2,1,2,2,2,2,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,3,3,1,1,6,NA,NA
1276,7,1,7,10,6,77,2,2,4,1,2,NA,1,1,1,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,2,7,7,NA,8,2,1,NA,NA,1,2,5,8,NA,NA,NA,NA,NA,NA,2
1277,1,5,NA,8,0,21,1,2,4,1,1,NA,4,1,6,2,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,5,2,7,NA,4,3,1,1,4,1,1,5,6,NA,NA,NA,NA,NA,NA,1
1278,5,2,NA,3,1,71,2,2,2,NA,NA,2,1,NA,1,2,NA,4,NA,3,3,2,3,1,NA,NA,2,3,6,7,3,NA,3,NA,NA,4,NA,NA,4,4,NA,NA,NA,NA,NA,2,NA
1279,2,1,1,3,0,59,2,3,1,2,3,1,1,1,1,2,2,NA,2,2,1,2,2,1,1,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,NA,NA,5,3,1,3,4,NA,NA
1280,1,1,6,1,0,28,2,4,4,NA,NA,NA,1,1,1,1,2,3,NA,1,2,2,2,1,2,3,2,2,2,7,2,2,3,1,2,1,NA,NA,5,2,NA,NA,NA,NA,NA,1,NA
1281,1,1,1,6,4,57,1,3,6,1,3,2,3,1,1,1,1,NA,2,1,2,1,1,2,2,3,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,3,5,2,1,NA,NA,NA
1282,1,5,NA,4,0,37,1,1,4,1,3,NA,2,1,2,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,NA,1,3,1,2,3,1,2,1,3,NA,NA,NA,NA,NA,NA,2
1283,1,5,NA,3,6,37,1,2,3,2,2,1,1,1,1,2,NA,2,NA,2,2,2,1,2,2,2,1,2,3,3,2,3,1,1,2,1,NA,NA,3,2,3,3,1,3,NA,1,NA
1284,8,5,NA,10,2,49,1,3,NA,1,1,NA,2,1,1,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,4,1,7,NA,3,2,1,NA,4,3,2,4,4,NA,NA,NA,NA,NA,NA,NA
1285,1,3,NA,8,4,63,1,2,1,2,1,1,1,1,1,1,NA,NA,1,1,2,1,2,3,2,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,2,2,NA,NA,5,3,1,1,NA,NA,NA
1286,7,5,NA,5,3,22,1,3,6,2,1,1,1,2,1,3,NA,NA,3,2,1,2,2,2,1,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,5,5,1,1,NA,NA,NA
1287,1,5,NA,2,2,45,1,4,4,1,2,NA,1,1,1,3,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,5,3,4,NA,3,4,1,1,3,1,1,2,5,NA,NA,NA,NA,NA,NA,1
1288,5,2,NA,3,0,82,2,2,4,1,2,NA,1,1,1,2,NA,3,NA,3,3,2,2,1,2,2,2,4,4,7,3,NA,3,NA,2,3,NA,NA,1,2,1,5,1,1,3,2,NA
1289,5,3,NA,3,0,59,2,3,5,1,1,2,1,1,2,3,NA,NA,1,2,1,1,1,1,2,2,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,1,5,1,1,3,NA,NA
1290,8,5,NA,3,3,41,1,3,4,1,1,NA,1,2,1,3,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,2,4,7,NA,3,3,1,1,1,1,2,1,3,NA,NA,NA,NA,NA,NA,1
1291,1,3,NA,4,5,47,2,1,NA,1,2,2,2,2,1,3,NA,NA,2,2,1,2,3,2,2,2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,NA,NA,6,2,2,1,NA,NA,NA
1292,7,5,NA,4,2,29,2,2,4,1,NA,1,1,2,2,2,NA,NA,2,2,1,2,2,2,3,3,3,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,5,5,2,2,NA,NA,NA
1293,1,3,NA,1,0,52,1,3,5,1,3,1,1,1,2,2,NA,3,NA,2,1,2,1,1,1,1,1,7,3,7,2,8,3,1,3,4,NA,NA,2,3,5,5,2,2,NA,1,NA
